ID,SEASON,SEASON TYPE,GAME ID,DATE,TEAMS,QUARTER,MINUTES REMAINING,SECONDS REMAINING,RESULT,SHOT TYPE,SHOT VALUE,SHOT AREA,SHOT RANGE,SHOT DISTANCE,SHOT X LOCATION,SHOT Y LOCATION,OPPONENT,HOME TEAM,AWAY TEAM
884,2011-12,Regular Season,0021100873,"APR 12, 2012",DAL @ GSW,1,10,17,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,17,-175,11,GSW,GSW,DAL
885,2011-12,Regular Season,0021100873,"APR 12, 2012",DAL @ GSW,1,9,52,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,1,-10,7,GSW,GSW,DAL
886,2011-12,Regular Season,0021100873,"APR 12, 2012",DAL @ GSW,1,9,16,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,11,-10,113,GSW,GSW,DAL
887,2011-12,Regular Season,0021100873,"APR 12, 2012",DAL @ GSW,1,7,19,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,8-16 ft.,13,124,41,GSW,GSW,DAL
888,2011-12,Regular Season,0021100873,"APR 12, 2012",DAL @ GSW,1,6,14,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,10,105,23,GSW,GSW,DAL
889,2011-12,Regular Season,0021100873,"APR 12, 2012",DAL @ GSW,1,0,43,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,8-16 ft.,11,-117,9,GSW,GSW,DAL
890,2011-12,Regular Season,0021100873,"APR 12, 2012",DAL @ GSW,1,0,1,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,27,-97,260,GSW,GSW,DAL
891,2011-12,Regular Season,0021100873,"APR 12, 2012",DAL @ GSW,2,3,21,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,15,157,25,GSW,GSW,DAL
892,2011-12,Regular Season,0021100873,"APR 12, 2012",DAL @ GSW,2,2,57,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,26,6,265,GSW,GSW,DAL
893,2011-12,Regular Season,0021100873,"APR 12, 2012",DAL @ GSW,2,1,50,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,15,257,GSW,GSW,DAL
894,2011-12,Regular Season,0021100873,"APR 12, 2012",DAL @ GSW,2,1,19,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,8-16 ft.,15,159,15,GSW,GSW,DAL
895,2011-12,Regular Season,0021100873,"APR 12, 2012",DAL @ GSW,2,0,43,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,20,29,201,GSW,GSW,DAL
896,2011-12,Regular Season,0021100873,"APR 12, 2012",DAL @ GSW,3,9,22,Missed Shot,Turnaround Bank shot,2PT Field Goal,Mid-Range,8-16 ft.,15,146,58,GSW,GSW,DAL
897,2011-12,Regular Season,0021100873,"APR 12, 2012",DAL @ GSW,3,7,56,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,1,1,GSW,GSW,DAL
898,2011-12,Regular Season,0021100873,"APR 12, 2012",DAL @ GSW,3,7,21,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,18,86,168,GSW,GSW,DAL
899,2011-12,Regular Season,0021100873,"APR 12, 2012",DAL @ GSW,3,3,6,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,8-16 ft.,14,18,148,GSW,GSW,DAL
900,2011-12,Regular Season,0021100873,"APR 12, 2012",DAL @ GSW,4,9,20,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,16-24 ft.,16,-105,131,GSW,GSW,DAL
901,2011-12,Regular Season,0021100873,"APR 12, 2012",DAL @ GSW,4,8,40,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,1,10,15,GSW,GSW,DAL
902,2011-12,Regular Season,0021100873,"APR 12, 2012",DAL @ GSW,4,7,8,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,26,-54,255,GSW,GSW,DAL
903,2011-12,Regular Season,0021100873,"APR 12, 2012",DAL @ GSW,4,6,40,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,1,-13,14,GSW,GSW,DAL
904,2011-12,Regular Season,0021100873,"APR 12, 2012",DAL @ GSW,4,5,47,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,20,12,203,GSW,GSW,DAL
905,2011-12,Regular Season,0021100873,"APR 12, 2012",DAL @ GSW,4,3,16,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,26,-133,228,GSW,GSW,DAL
906,2011-12,Regular Season,0021100873,"APR 12, 2012",DAL @ GSW,4,2,3,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,12,-108,72,GSW,GSW,DAL
907,2011-12,Regular Season,0021100885,"APR 13, 2012",DAL @ POR,1,11,22,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,-62,241,POR,POR,DAL
908,2011-12,Regular Season,0021100885,"APR 13, 2012",DAL @ POR,1,9,37,Made Shot,Turnaround Bank shot,2PT Field Goal,Mid-Range,16-24 ft.,18,141,126,POR,POR,DAL
909,2011-12,Regular Season,0021100885,"APR 13, 2012",DAL @ POR,1,8,4,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,14,45,142,POR,POR,DAL
910,2011-12,Regular Season,0021100885,"APR 13, 2012",DAL @ POR,1,0,25,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,24+ ft.,26,-93,247,POR,POR,DAL
911,2011-12,Regular Season,0021100885,"APR 13, 2012",DAL @ POR,2,11,8,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,21,-103,186,POR,POR,DAL
912,2011-12,Regular Season,0021100885,"APR 13, 2012",DAL @ POR,2,10,49,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,17,-73,156,POR,POR,DAL
913,2011-12,Regular Season,0021100885,"APR 13, 2012",DAL @ POR,2,7,18,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,0,250,POR,POR,DAL
914,2011-12,Regular Season,0021100885,"APR 13, 2012",DAL @ POR,2,1,21,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,8-16 ft.,11,-117,26,POR,POR,DAL
915,2011-12,Regular Season,0021100885,"APR 13, 2012",DAL @ POR,2,0,6,Missed Shot,Running Bank shot,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,9,-73,63,POR,POR,DAL
916,2011-12,Regular Season,0021100885,"APR 13, 2012",DAL @ POR,3,8,36,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,-141,83,POR,POR,DAL
917,2011-12,Regular Season,0021100885,"APR 13, 2012",DAL @ POR,4,8,50,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,21,246,POR,POR,DAL
918,2011-12,Regular Season,0021100885,"APR 13, 2012",DAL @ POR,4,7,16,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,-169,176,POR,POR,DAL
919,2011-12,Regular Season,0021100885,"APR 13, 2012",DAL @ POR,4,4,35,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,15,122,93,POR,POR,DAL
920,2011-12,Regular Season,0021100885,"APR 13, 2012",DAL @ POR,4,0,33,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,12,-125,0,POR,POR,DAL
921,2011-12,Regular Season,0021100894,"APR 15, 2012",DAL @ LAL,1,10,42,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,-127,107,LAL,LAL,DAL
922,2011-12,Regular Season,0021100894,"APR 15, 2012",DAL @ LAL,1,9,34,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,2,258,LAL,LAL,DAL
923,2011-12,Regular Season,0021100894,"APR 15, 2012",DAL @ LAL,1,6,56,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,-7,249,LAL,LAL,DAL
924,2011-12,Regular Season,0021100894,"APR 15, 2012",DAL @ LAL,1,5,18,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,17,176,30,LAL,LAL,DAL
925,2011-12,Regular Season,0021100894,"APR 15, 2012",DAL @ LAL,2,8,38,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,5,-15,55,LAL,LAL,DAL
926,2011-12,Regular Season,0021100894,"APR 15, 2012",DAL @ LAL,2,6,40,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,14,31,140,LAL,LAL,DAL
927,2011-12,Regular Season,0021100894,"APR 15, 2012",DAL @ LAL,2,3,51,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,20,72,187,LAL,LAL,DAL
928,2011-12,Regular Season,0021100894,"APR 15, 2012",DAL @ LAL,2,2,29,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,2,-7,26,LAL,LAL,DAL
929,2011-12,Regular Season,0021100894,"APR 15, 2012",DAL @ LAL,2,1,31,Made Shot,Jump Bank Shot,2PT Field Goal,Mid-Range,16-24 ft.,17,162,69,LAL,LAL,DAL
930,2011-12,Regular Season,0021100894,"APR 15, 2012",DAL @ LAL,2,1,4,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,14,-131,56,LAL,LAL,DAL
931,2011-12,Regular Season,0021100894,"APR 15, 2012",DAL @ LAL,3,11,13,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,13,-75,118,LAL,LAL,DAL
932,2011-12,Regular Season,0021100894,"APR 15, 2012",DAL @ LAL,3,9,34,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,19,116,156,LAL,LAL,DAL
933,2011-12,Regular Season,0021100894,"APR 15, 2012",DAL @ LAL,3,8,35,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,26,99,250,LAL,LAL,DAL
934,2011-12,Regular Season,0021100894,"APR 15, 2012",DAL @ LAL,3,7,48,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,11,-34,113,LAL,LAL,DAL
935,2011-12,Regular Season,0021100894,"APR 15, 2012",DAL @ LAL,3,6,39,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,13,135,-13,LAL,LAL,DAL
936,2011-12,Regular Season,0021100894,"APR 15, 2012",DAL @ LAL,3,6,15,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,20,-7,205,LAL,LAL,DAL
937,2011-12,Regular Season,0021100894,"APR 15, 2012",DAL @ LAL,3,5,23,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,15,102,110,LAL,LAL,DAL
938,2011-12,Regular Season,0021100894,"APR 15, 2012",DAL @ LAL,4,10,43,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,17,-169,44,LAL,LAL,DAL
939,2011-12,Regular Season,0021100894,"APR 15, 2012",DAL @ LAL,4,10,21,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,26,77,257,LAL,LAL,DAL
940,2011-12,Regular Season,0021100894,"APR 15, 2012",DAL @ LAL,4,8,37,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,26,-71,254,LAL,LAL,DAL
941,2011-12,Regular Season,0021100894,"APR 15, 2012",DAL @ LAL,4,7,12,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,14,69,123,LAL,LAL,DAL
942,2011-12,Regular Season,0021100894,"APR 15, 2012",DAL @ LAL,4,5,5,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,18,-37,186,LAL,LAL,DAL
943,2011-12,Regular Season,0021100894,"APR 15, 2012",DAL @ LAL,4,4,25,Made Shot,Jump Bank Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,146,69,LAL,LAL,DAL
944,2011-12,Regular Season,0021100894,"APR 15, 2012",DAL @ LAL,4,3,50,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,20,-116,165,LAL,LAL,DAL
945,2011-12,Regular Season,0021100894,"APR 15, 2012",DAL @ LAL,4,1,31,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,19,-177,85,LAL,LAL,DAL
946,2011-12,Regular Season,0021100894,"APR 15, 2012",DAL @ LAL,4,0,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,27,-60,266,LAL,LAL,DAL
947,2011-12,Regular Season,0021100894,"APR 15, 2012",DAL @ LAL,5,3,19,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,26,-32,260,LAL,LAL,DAL
948,2011-12,Regular Season,0021100894,"APR 15, 2012",DAL @ LAL,5,1,27,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,-136,217,LAL,LAL,DAL
949,2011-12,Regular Season,0021100909,"APR 16, 2012",DAL @ UTA,1,10,33,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,15,-158,19,UTA,UTA,DAL
950,2011-12,Regular Season,0021100909,"APR 16, 2012",DAL @ UTA,1,8,56,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,8,70,52,UTA,UTA,DAL
951,2011-12,Regular Season,0021100909,"APR 16, 2012",DAL @ UTA,1,6,26,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,19,26,197,UTA,UTA,DAL
952,2011-12,Regular Season,0021100909,"APR 16, 2012",DAL @ UTA,2,5,50,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,19,-196,25,UTA,UTA,DAL
953,2011-12,Regular Season,0021100909,"APR 16, 2012",DAL @ UTA,2,5,15,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,1,10,0,UTA,UTA,DAL
954,2011-12,Regular Season,0021100909,"APR 16, 2012",DAL @ UTA,2,4,39,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,2,-26,11,UTA,UTA,DAL
955,2011-12,Regular Season,0021100909,"APR 16, 2012",DAL @ UTA,2,3,17,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,18,163,83,UTA,UTA,DAL
956,2011-12,Regular Season,0021100909,"APR 16, 2012",DAL @ UTA,2,1,32,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,108,224,UTA,UTA,DAL
957,2011-12,Regular Season,0021100909,"APR 16, 2012",DAL @ UTA,2,1,6,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,8,32,83,UTA,UTA,DAL
958,2011-12,Regular Season,0021100909,"APR 16, 2012",DAL @ UTA,3,7,50,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,14,100,110,UTA,UTA,DAL
959,2011-12,Regular Season,0021100909,"APR 16, 2012",DAL @ UTA,3,7,8,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,23,102,217,UTA,UTA,DAL
960,2011-12,Regular Season,0021100909,"APR 16, 2012",DAL @ UTA,3,4,1,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,14,0,148,UTA,UTA,DAL
961,2011-12,Regular Season,0021100909,"APR 16, 2012",DAL @ UTA,4,10,12,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,84,146,UTA,UTA,DAL
962,2011-12,Regular Season,0021100909,"APR 16, 2012",DAL @ UTA,4,10,4,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,14,7,142,UTA,UTA,DAL
963,2011-12,Regular Season,0021100909,"APR 16, 2012",DAL @ UTA,4,6,1,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,3,2,30,UTA,UTA,DAL
964,2011-12,Regular Season,0021100909,"APR 16, 2012",DAL @ UTA,4,5,22,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,9,-92,4,UTA,UTA,DAL
965,2011-12,Regular Season,0021100909,"APR 16, 2012",DAL @ UTA,4,4,49,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,-82,230,UTA,UTA,DAL
966,2011-12,Regular Season,0021100909,"APR 16, 2012",DAL @ UTA,4,0,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,32,201,250,UTA,UTA,DAL
967,2011-12,Regular Season,0021100909,"APR 16, 2012",DAL @ UTA,5,4,24,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,3,-30,7,UTA,UTA,DAL
968,2011-12,Regular Season,0021100909,"APR 16, 2012",DAL @ UTA,5,2,59,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,13,-82,112,UTA,UTA,DAL
969,2011-12,Regular Season,0021100909,"APR 16, 2012",DAL @ UTA,5,2,20,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,19,45,189,UTA,UTA,DAL
970,2011-12,Regular Season,0021100909,"APR 16, 2012",DAL @ UTA,5,1,27,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,14,-56,134,UTA,UTA,DAL
971,2011-12,Regular Season,0021100909,"APR 16, 2012",DAL @ UTA,5,0,3,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,0,244,UTA,UTA,DAL
972,2011-12,Regular Season,0021100909,"APR 16, 2012",DAL @ UTA,7,2,55,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,-166,0,UTA,UTA,DAL
973,2011-12,Regular Season,0021100909,"APR 16, 2012",DAL @ UTA,7,1,23,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,23,-131,200,UTA,UTA,DAL
974,2011-12,Regular Season,0021100909,"APR 16, 2012",DAL @ UTA,7,0,5,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,24+ ft.,22,223,-3,UTA,UTA,DAL
975,2011-12,Regular Season,0021100926,"APR 18, 2012",DAL vs. HOU,1,11,45,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,8-16 ft.,12,119,44,HOU,DAL,HOU
976,2011-12,Regular Season,0021100926,"APR 18, 2012",DAL vs. HOU,1,9,41,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,1,15,3,HOU,DAL,HOU
977,2011-12,Regular Season,0021100926,"APR 18, 2012",DAL vs. HOU,1,7,37,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,18,67,176,HOU,DAL,HOU
978,2011-12,Regular Season,0021100926,"APR 18, 2012",DAL vs. HOU,2,9,19,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,17,-160,67,HOU,DAL,HOU
979,2011-12,Regular Season,0021100926,"APR 18, 2012",DAL vs. HOU,2,6,9,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,16-24 ft.,19,7,192,HOU,DAL,HOU
980,2011-12,Regular Season,0021100926,"APR 18, 2012",DAL vs. HOU,2,1,34,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,8-16 ft.,12,108,64,HOU,DAL,HOU
981,2011-12,Regular Season,0021100926,"APR 18, 2012",DAL vs. HOU,2,0,3,Missed Shot,Driving Jump shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,3,-34,15,HOU,DAL,HOU
982,2011-12,Regular Season,0021100926,"APR 18, 2012",DAL vs. HOU,3,10,23,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,8-16 ft.,11,-117,11,HOU,DAL,HOU
983,2011-12,Regular Season,0021100926,"APR 18, 2012",DAL vs. HOU,3,9,48,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,17,-5,179,HOU,DAL,HOU
984,2011-12,Regular Season,0021100926,"APR 18, 2012",DAL vs. HOU,3,7,58,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,17,20,176,HOU,DAL,HOU
985,2011-12,Regular Season,0021100926,"APR 18, 2012",DAL vs. HOU,3,5,37,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,-73,238,HOU,DAL,HOU
986,2011-12,Regular Season,0021100926,"APR 18, 2012",DAL vs. HOU,3,4,43,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,1,17,0,HOU,DAL,HOU
987,2011-12,Regular Season,0021100926,"APR 18, 2012",DAL vs. HOU,4,9,39,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,-177,165,HOU,DAL,HOU
988,2011-12,Regular Season,0021100926,"APR 18, 2012",DAL vs. HOU,4,8,59,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,36,238,HOU,DAL,HOU
989,2011-12,Regular Season,0021100926,"APR 18, 2012",DAL vs. HOU,4,4,47,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,-147,192,HOU,DAL,HOU
990,2011-12,Regular Season,0021100926,"APR 18, 2012",DAL vs. HOU,4,4,13,Missed Shot,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,6,15,64,HOU,DAL,HOU
991,2011-12,Regular Season,0021100926,"APR 18, 2012",DAL vs. HOU,4,4,5,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,1,13,6,HOU,DAL,HOU
992,2011-12,Regular Season,0021100926,"APR 18, 2012",DAL vs. HOU,4,0,36,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,9,1,HOU,DAL,HOU
993,2011-12,Regular Season,0021100940,"APR 20, 2012",DAL vs. GSW,1,8,44,Made Shot,Jump Bank Shot,2PT Field Goal,Mid-Range,8-16 ft.,13,135,30,GSW,DAL,GSW
994,2011-12,Regular Season,0021100940,"APR 20, 2012",DAL vs. GSW,1,7,37,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,1,-16,1,GSW,DAL,GSW
995,2011-12,Regular Season,0021100940,"APR 20, 2012",DAL vs. GSW,1,3,34,Missed Shot,Turnaround Bank shot,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,5,54,22,GSW,DAL,GSW
996,2011-12,Regular Season,0021100940,"APR 20, 2012",DAL vs. GSW,1,1,44,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,12,125,14,GSW,DAL,GSW
997,2011-12,Regular Season,0021100940,"APR 20, 2012",DAL vs. GSW,2,7,37,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,19,141,134,GSW,DAL,GSW
998,2011-12,Regular Season,0021100940,"APR 20, 2012",DAL vs. GSW,2,3,43,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,4,-7,41,GSW,DAL,GSW
999,2011-12,Regular Season,0021100940,"APR 20, 2012",DAL vs. GSW,2,2,9,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,2,17,12,GSW,DAL,GSW
1000,2011-12,Regular Season,0021100940,"APR 20, 2012",DAL vs. GSW,3,11,21,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,8-16 ft.,13,129,47,GSW,DAL,GSW
1001,2011-12,Regular Season,0021100940,"APR 20, 2012",DAL vs. GSW,3,10,40,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,8-16 ft.,13,138,6,GSW,DAL,GSW
1002,2011-12,Regular Season,0021100940,"APR 20, 2012",DAL vs. GSW,3,9,56,Missed Shot,Driving Jump shot,2PT Field Goal,Mid-Range,8-16 ft.,9,-90,12,GSW,DAL,GSW
1003,2011-12,Regular Season,0021100940,"APR 20, 2012",DAL vs. GSW,3,6,41,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,-106,224,GSW,DAL,GSW
1004,2011-12,Regular Season,0021100940,"APR 20, 2012",DAL vs. GSW,4,6,42,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,20,159,126,GSW,DAL,GSW
1005,2011-12,Regular Season,0021100940,"APR 20, 2012",DAL vs. GSW,4,4,58,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,17,135,107,GSW,DAL,GSW
1006,2011-12,Regular Season,0021100940,"APR 20, 2012",DAL vs. GSW,4,3,31,Missed Shot,Driving Jump shot,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,7,-75,17,GSW,DAL,GSW
1007,2011-12,Regular Season,0021100946,"APR 21, 2012",DAL @ CHI,1,11,21,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,22,-130,183,CHI,CHI,DAL
1008,2011-12,Regular Season,0021100946,"APR 21, 2012",DAL @ CHI,1,10,12,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,21,-109,186,CHI,CHI,DAL
1009,2011-12,Regular Season,0021100946,"APR 21, 2012",DAL @ CHI,1,8,40,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,8-16 ft.,15,-157,0,CHI,CHI,DAL
1010,2011-12,Regular Season,0021100946,"APR 21, 2012",DAL @ CHI,1,8,4,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,2,-21,3,CHI,CHI,DAL
1011,2011-12,Regular Season,0021100946,"APR 21, 2012",DAL @ CHI,1,5,13,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,20,165,127,CHI,CHI,DAL
1012,2011-12,Regular Season,0021100946,"APR 21, 2012",DAL @ CHI,2,9,40,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,-8,242,CHI,CHI,DAL
1013,2011-12,Regular Season,0021100946,"APR 21, 2012",DAL @ CHI,2,8,18,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,89,242,CHI,CHI,DAL
1014,2011-12,Regular Season,0021100946,"APR 21, 2012",DAL @ CHI,2,7,18,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,14,-142,47,CHI,CHI,DAL
1015,2011-12,Regular Season,0021100946,"APR 21, 2012",DAL @ CHI,2,6,24,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,2,24,4,CHI,CHI,DAL
1016,2011-12,Regular Season,0021100946,"APR 21, 2012",DAL @ CHI,2,4,54,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,-5,6,CHI,CHI,DAL
1017,2011-12,Regular Season,0021100946,"APR 21, 2012",DAL @ CHI,3,10,41,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,17,-35,170,CHI,CHI,DAL
1018,2011-12,Regular Season,0021100946,"APR 21, 2012",DAL @ CHI,3,9,34,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,6,249,CHI,CHI,DAL
1019,2011-12,Regular Season,0021100946,"APR 21, 2012",DAL @ CHI,3,9,13,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,20,122,167,CHI,CHI,DAL
